Date,Open,High,Low,Close,Volume
2010-01-04,12.816958476279476,13.038762541699391,12.80026268084391,12.933823585510254,62259300
2010-01-05,12.900438159043864,12.924287744591457,12.776417857727282,12.805038452148438,46945200
2010-01-06,12.759718121043049,12.838423366723845,12.74063955025276,12.776413917541504,37551600
2010-01-07,12.812188966331709,12.819344112348839,12.702477637205407,12.783568382263184,31988100
2010-01-08,12.743021097389477,12.7668706707311,12.645235936102717,12.719171524047852,34089600
2010-01-11,12.719178708642188,12.983913762268088,12.6643243860304,12.929058074951172,41963100
2010-01-12,12.878970838894983,13.057845433879635,12.845580605164745,13.053075790405273,45351000
2010-01-13,13.067389503896326,13.16517473678984,12.976760785891143,13.11985969543457,39872100
2010-01-14,13.053078382849954,13.079313474226717,12.917133281544483,12.929058074951172,41316000
2010-01-15,12.960060561572067,13.01014523107017,12.78357146625401,12.802651405334473,57262500
2010-01-19,12.857507829924845,12.940982747698481,12.75972261431456,12.886128425598145,43855500
2010-01-20,12.859890395579484,12.86466003886665,12.695326102181438,12.845580101013184,39925800
2010-01-21,12.89566656553916,12.89566656553916,12.60231230954695,12.621392250061035,48086100
2010-01-22,12.630934080737463,12.752568883447575,12.56653910490828,12.626164436340332,58247700
2010-01-25,12.673859234723558,12.692939170430833,12.587998841688492,12.611849784851074,36009900
2010-01-26,12.597543958913647,12.845583211061573,12.576079876572322,12.785959243774414,46752000
2010-01-27,12.764492862644294,12.824116825568273,12.664323513167982,12.735872268676758,39576300
2010-01-28,12.731100979883365,12.747796779109215,12.523605794539629,12.547456741333008,50880300
2010-01-29,12.80265109969144,12.914745227348755,12.735870632151654,12.743025779724121,72842400
2010-02-01,12.788337476403472,12.82649734372235,12.714403245237335,12.754948616027832,33058500
2010-02-02,12.781182377804932,12.81218846423225,12.71917293435931,12.757332801818848,34163700
2010-02-03,12.814571400581283,12.998216939614775,12.793105965385264,12.943361282348633,53966700
2010-02-04,12.85034815854903,12.950518843447124,12.630929582663136,12.633315086364746,63089700
2010-02-05,12.585613082643516,12.766871766178665,12.583227579222925,12.747793197631836,46637400
2010-02-08,12.731106690139194,12.769266584478546,12.62139665273719,12.62378215789795,31517700
2010-02-09,12.690556843507656,12.788340675029708,12.597541290712478,12.700096130371094,32475000
2010-02-10,12.704863818925862,12.759718121712405,12.630929580643393,12.697710037231445,28225200
2010-02-11,12.671473548517689,12.747794654952363,12.619004749606757,12.65954875946045,34738800
2010-02-12,12.666709514251487,12.666709514251487,12.559385000511812,12.61662483215332,51115200
2010-02-16,12.697711346601581,12.812190971382103,12.616620588853463,12.774029731750488,47313600
2010-02-17,12.80503264996889,12.93859081439994,12.795492001249851,12.893277168273926,46602600
2010-02-18,12.6881704257531,12.75971916619114,12.619005824506813,12.752565383911133,88372500
2010-02-19,12.68578270915609,12.778798239029028,12.65716349091369,12.757332801818848,45271200
2010-02-22,12.764488540396053,12.859888213475687,12.721559028686363,12.838422775268555,36291600
2010-02-23,12.819347618339142,12.898051516643354,12.747797503304001,12.788341522216797,42414000
2010-02-24,12.81696331798242,12.867047993799883,12.754953849323186,12.859892845153809,31872600
2010-02-25,12.750184795529062,12.94575388459168,12.70010011203164,12.914749145507812,40530300
2010-02-26,12.931437081011568,12.936206723036303,12.759716321076644,12.895661354064941,47858700
2010-03-01,12.888505701741582,12.909971137065275,12.769256467586867,12.855116844177246,36386100
2010-03-02,12.83842400580627,12.852734299315973,12.752564974157469,12.781184196472168,42245100
2010-03-03,12.72394456503214,12.819345613294153,12.676245405605854,12.797880172729492,34893600
2010-03-04,12.88374042602701,12.900436225171545,12.819346827642606,12.869431495666504,33635400
2010-03-05,12.871814812818268,12.919515338420839,12.759719328239846,12.912360191345215,34125300
2010-03-08,12.881358901607774,12.94575388459168,12.862280321899492,12.914749145507812,22670100
2010-03-09,12.907587459000265,12.99821748066117,12.859886944813944,12.893277168273926,37753800
2010-03-10,12.872411771228492,12.956357163143416,12.838833339983172,12.862818717956543,38091000
2010-03-11,12.865217581882538,12.949164354590744,12.838834624150675,12.944366455078125,32021700
2010-03-12,12.989932150968096,13.009119624822453,12.901190255941236,12.927573204040527,31433700
2010-03-15,13.04510127014117,13.320921497734181,13.03550821525989,13.29214096069336,73121700
2010-03-16,13.402472929384203,13.496011415410353,13.335316037572598,13.428855895996094,55359000
2010-03-17,13.44323926485748,13.462426743301492,13.349700822091682,13.412059783935547,37485600
2010-03-18,13.404866250157704,13.419257204174952,13.320920848252978,13.41685962677002,28416600
2010-03-19,13.272953033447267,13.496007334522538,13.227382593296866,13.272953033447266,51552300
2010-03-22,13.26575652859718,13.416858791578427,13.222585041629749,13.340108871459961,29622300
2010-03-23,13.342504400121427,13.431247682480077,13.337707873949684,13.404863357543945,28107900
2010-03-24,13.366492291888935,13.431250210785697,13.294538896181768,13.330514907836914,26096700
2010-03-25,13.342504999592816,13.428849336546689,13.335309523813603,13.337708473205566,29379300
2010-03-26,13.337708941720084,13.421654332230748,13.304130511036474,13.31372356414795,29841900
2010-03-29,13.311322618988838,13.371282616756066,13.294534094093288,13.368885040283203,29329500
2010-03-30,13.378480441836068,13.443238348721048,13.349699912329754,13.409661293029785,20823900
2010-03-31,13.38568172847084,13.407268164269412,13.311330736937784,13.335314750671387,29900700
2010-04-01,13.37128991264713,13.39527529723775,13.232180995048319,13.308932304382324,35364300
2010-04-05,13.35929927894751,13.366494757084984,13.244174373542192,13.308932304382324,32246400
2010-04-06,13.296936023607289,13.342506460266682,13.260960013169422,13.318522453308105,28701600
2010-04-07,13.311329920255712,13.40726734170135,13.224985554756072,13.258563995361328,38805600
2010-04-08,13.26096193663547,13.359298300784616,13.229782448587454,13.282546997070312,33419100
2010-04-09,13.282541870587247,13.282541870587247,13.102659116939662,13.20819091796875,37605300
2010-04-12,13.196199417114258,13.21538689326467,13.090667612088714,13.196199417114258,35862900
2010-04-13,13.16981606965156,13.24176944615007,13.109854693836718,13.124245643615723,38553300
2010-04-14,13.10266448835542,13.169821366067783,13.033110032980014,13.105063438415527,44060700
2010-04-15,12.987537882989228,13.037906220857252,12.93237439042485,12.982741355895996,52977900
2010-04-16,12.977945327758789,13.093070216803802,12.913187406121352,12.977945327758789,57696000
2010-04-19,12.951563652477065,13.06668855292954,12.951563652477065,13.0451021194458,33946800
2010-04-20,13.069083629550486,13.148231117405427,13.042700676133286,13.076277732849121,27276900
2010-04-21,13.057092663077295,13.088272145298639,12.994732326237834,13.064288139343262,34497900
2010-04-22,13.040305118236754,13.107461993927625,12.987539197679215,13.069087028503418,32763600
2010-04-23,13.06428950314052,13.097866566024493,12.932374711821657,13.078679084777832,49787400
2010-04-26,13.07868069686347,13.119454614187283,12.953961367188741,12.961156845092773,44253000
2010-04-27,12.855626371426847,13.052297735347718,12.838836465518416,12.961156845092773,57523800
2010-04-28,12.932375577325905,12.975547069920934,12.836438164671952,12.858024597167969,44712600
2010-04-29,12.870017006277424,13.00672833825048,12.84363404541962,12.879610061645508,39960000
2010-04-30,12.908391025717428,12.987538530088345,12.865218162536621,12.865218162536621,48838200
2010-05-03,12.922778221768715,12.939568122926962,12.82444325382766,12.889201164245605,36903000
2010-05-04,12.853226970932527,13.088274666237542,12.84363391566136,12.95635986328125,56012700
2010-05-05,12.977942704478227,13.179411905781736,12.90838826962245,13.136239051818848,49829700
2010-05-06,13.035511529654409,13.138644444034018,12.35915158226237,12.766886711120605,72202500
2010-05-07,12.72130987791618,12.860418746077972,12.42390329178065,12.56781005859375,86835300
2010-05-10,12.726111621282389,12.769284492463163,12.431103863533107,12.610986709594727,81270900
2010-05-11,12.555821857743132,12.656555801569187,12.512648991191634,12.582204818725586,58869900
2010-05-12,12.664952033708607,12.679426595893128,12.57569453418777,12.660127639770508,40830300
2010-05-13,12.696305406402786,12.778326958309991,12.631171294179742,12.64082145690918,37374000
2010-05-14,12.643238870567702,12.713198787032828,12.549156986930244,12.573280334472656,55944900
2010-05-17,12.643234159781118,12.766265118925002,12.553976702834873,12.720431327819824,50836200
2010-05-18,12.862760145074322,13.135358294098593,12.833812414227014,12.956843376159668,96683100
2010-05-19,12.913417919096023,12.968903247779743,12.734903025905325,12.795212745666504,61256100
2010-05-20,12.63358710867347,12.775917034249215,12.375463485717773,12.375463485717773,81768000
2010-05-21,12.237956708674245,12.392348289489746,12.184884257676512,12.392348289489746,73645800
2010-05-24,12.312742696249616,12.433362184243485,12.278970564766496,12.303093910217285,40673400
